threadID,sectionID,event,val,ts,ticket
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464903197301,356
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464905475363,357
id_139848252876608,enqueue,BEGIN_FUNC_PROC,4,1571330464905530113,358
id_139848252876608,enqueue,END_FUNC_PROC,5,1571330464905601536,359
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464905623463,360
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464924365522,361
id_139848252876608,enqueue,BEGIN_FUNC_PROC,5,1571330464924437956,362
id_139848252876608,enqueue,END_FUNC_PROC,6,1571330464924460814,363
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464924482397,364
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464940123930,365
id_139848252876608,firstR,BEGIN_FUNC_PROC,6,1571330464940195599,366
id_139848252876608,firstR,END_FUNC_PROC,5,1571330464940217849,367
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464940241984,368
id_139848252876608,MUTEX_BQ_MONITOR,WAIT,0,1571330464996901618,369
id_139848252876608,print,BEGIN_FUNC_PROC,5,1571330464996975551,370
id_139848252876608,print,END_FUNC_PROC,5,1571330464997069443,371
id_139848252876608,MUTEX_BQ_MONITOR,SIGNAL,1,1571330464997093549,372
